Day of Week,Date,Hour ending,Hourly volume Westbound,HCV % Westbound,Hourly volume Eastbound,HCV % Eastbound,Total volume,Total % HCV
Thu, Jul 7 2011,2000,1398,3.8,893,7.4,2291,5.2
Thu, Jul 7 2011,2100,988,6,620,8.1,1608,6.8
Thu, Jul 7 2011,2200,828,4.8,548,9.5,1376,6.7
Thu, Jul 7 2011,2300,584,7.7,476,8.6,1060,8.1
Thu, Jul 7 2011,2400,360,5.8,274,13.1,634,9
Fri, Jul 8 2011,0100,251,9.2,121,16.5,372,11.6
Fri, Jul 8 2011,0200,143,20.3,72,20.8,215,20.5
Fri, Jul 8 2011,0300,103,32,65,21.5,168,28
Fri, Jul 8 2011,0400,72,31.9,81,19.8,153,25.5
Fri, Jul 8 2011,0500,101,35.6,129,29.5,230,32.2
Fri, Jul 8 2011,0600,157,31.2,302,18.5,459,22.9
Fri, Jul 8 2011,0700,360,25.3,917,7.6,1277,12.6
Fri, Jul 8 2011,0800,733,15.4,1982,4.8,2715,7.7
Fri, Jul 8 2011,0900,896,13.8,1794,5.1,2690,8
Fri, Jul 8 2011,1000,894,13.1,1371,7.1,2265,9.4
Fri, Jul 8 2011,1100,967,8.8,1079,11.8,2046,10.4
Fri, Jul 8 2011,1200,1232,10.5,1121,10.6,2353,10.5
Fri, Jul 8 2011,1300,1407,7.8,1207,11.5,2614,9.5
Fri, Jul 8 2011,1400,1526,7,1243,12.4,2769,9.4
Fri, Jul 8 2011,1500,1877,6.1,1295,12.2,3172,8.6
Fri, Jul 8 2011,1600,2214,5.1,1187,10.2,3401,6.9
Fri, Jul 8 2011,1700,2720,3.8,1212,8.9,3932,5.4
Fri, Jul 8 2011,1800,2832,2.4,1245,7.1,4077,3.9
Fri, Jul 8 2011,1900,2476,2.2,1294,5,3770,3.2
Fri, Jul 8 2011,2000,1844,2.2,1012,4,2856,2.8
Fri, Jul 8 2011,2100,1315,2.4,810,4.7,2125,3.3
Fri, Jul 8 2011,2200,839,4.2,598,5.2,1437,4.6
Fri, Jul 8 2011,2300,590,3.9,434,6.2,1024,4.9
Fri, Jul 8 2011,2400,384,7.3,243,6.2,627,6.9
Sat, Jul 9 2011,0100,274,9.1,153,11.1,427,9.8
Sat, Jul 9 2011,0200,198,12.1,94,10.6,292,11.6
Sat, Jul 9 2011,0300,150,18,76,11.8,226,15.9
Sat, Jul 9 2011,0400,99,22.2,94,20.2,193,21.2
Sat, Jul 9 2011,0500,119,20.2,97,19.6,216,19.9
Sat, Jul 9 2011,0600,133,22.6,153,17,286,19.6
Sat, Jul 9 2011,0700,271,11.4,329,8.5,600,9.8
Sat, Jul 9 2011,0800,474,9.3,532,6.4,1006,7.8
Sat, Jul 9 2011,0900,810,5.8,629,8.1,1439,6.8
Sat, Jul 9 2011,1000,1086,5.2,784,9.1,1870,6.8
Sat, Jul 9 2011,1100,1286,2.9,1015,5.9,2301,4.2
Sat, Jul 9 2011,1200,1562,2.6,1214,4.8,2776,3.6
Sat, Jul 9 2011,1300,1624,2.4,1350,4.7,2974,3.5
Sat, Jul 9 2011,1400,1685,2.1,1331,2.9,3016,2.4
Sat, Jul 9 2011,1500,1626,2.2,1254,3.5,2880,2.8
Sat, Jul 9 2011,1600,1529,1.8,1093,2.7,2622,2.2
Sat, Jul 9 2011,1700,1392,1.2,1033,3.5,2425,2.2
Sat, Jul 9 2011,1800,1360,2.9,1066,2.5,2426,2.8
Sat, Jul 9 2011,1900,1365,2.3,1066,2.2,2431,2.2
Sat, Jul 9 2011,2000,1019,1.5,947,2,1966,1.7
Sat, Jul 9 2011,2100,664,2.6,796,4.3,1460,3.5
Sat, Jul 9 2011,2200,439,2.1,575,2.4,1014,2.3
Sat, Jul 9 2011,2300,336,0.6,490,2.2,826,1.6
Sat, Jul 9 2011,2400,259,1.9,324,3.1,583,2.6
Sun, Jul 10 2011,0100,218,3.7,209,3.3,427,3.5
Sun, Jul 10 2011,0200,189,9.5,113,2.7,302,7
Sun, Jul 10 2011,0300,111,6.3,84,2.4,195,4.6
Sun, Jul 10 2011,0400,115,5.2,87,6.9,202,5.9
Sun, Jul 10 2011,0500,92,6.5,110,7.3,202,6.9
Sun, Jul 10 2011,0600,101,4,122,12.3,223,8.5
Sun, Jul 10 2011,0700,171,8.2,222,4.5,393,6.1
Sun, Jul 10 2011,0800,320,5.6,288,4.2,608,4.9
Sun, Jul 10 2011,0900,577,5.9,279,5.4,856,5.7
Sun, Jul 10 2011,1000,650,6.5,483,4.3,1133,5.6
Sun, Jul 10 2011,1100,823,3.9,773,5.3,1596,4.6
Sun, Jul 10 2011,1200,1016,2,1126,1.6,2142,1.8
Sun, Jul 10 2011,1300,1087,2.6,1499,1.9,2586,2.2
Sun, Jul 10 2011,1400,1177,2,1648,1.4,2825,1.7
Sun, Jul 10 2011,1500,1178,1.5,1547,1.2,2725,1.4
Sun, Jul 10 2011,1600,1068,2.2,1450,1.6,2518,1.9
Sun, Jul 10 2011,1700,1168,1.1,1505,1.5,2673,1.3
Sun, Jul 10 2011,1800,1300,1.5,1709,2.4,3009,2
Sun, Jul 10 2011,1900,1316,1.6,1892,2.9,3208,2.4
Sun, Jul 10 2011,2000,1004,1.6,1941,2,2945,1.8
Sun, Jul 10 2011,2100,787,2.7,1759,1.5,2546,1.9
Sun, Jul 10 2011,2200,544,3.9,1565,2.4,2109,2.8
Sun, Jul 10 2011,2300,361,2.8,1025,2.2,1386,2.4
Sun, Jul 10 2011,2400,245,4.5,486,2.9,731,3.4
Mon, Jul 11 2011,0100,237,7.6,233,4.7,470,6.2
Mon, Jul 11 2011,0200,168,14.3,69,11.6,237,13.5
Mon, Jul 11 2011,0300,101,21.8,68,13.2,169,18.3
Mon, Jul 11 2011,0400,86,24.4,62,12.9,148,19.6
Mon, Jul 11 2011,0500,84,32.1,119,24.4,203,27.6
Mon, Jul 11 2011,0600,158,24.7,303,15.5,461,18.7
Mon, Jul 11 2011,0700,417,18,997,6.4,1414,9.8
Mon, Jul 11 2011,0800,759,13.2,2270,3.6,3029,6
Mon, Jul 11 2011,0900,862,13,2172,4.2,3034,6.7
Mon, Jul 11 2011,1000,812,15,1502,6.8,2314,9.7
Mon, Jul 11 2011,1100,866,10.9,1146,10,2012,10.4
Mon, Jul 11 2011,1200,1016,8.8,1091,11.8,2107,10.3
Mon, Jul 11 2011,1300,1091,8.5,1177,10.3,2268,9.4
Mon, Jul 11 2011,1400,1171,9.6,1110,10.5,2281,10
Mon, Jul 11 2011,1500,1212,6.9,1154,9.1,2366,8
Mon, Jul 11 2011,1600,1312,6.2,1030,9.3,2342,7.6
Mon, Jul 11 2011,1700,1858,5.1,994,10.2,2852,6.9
Mon, Jul 11 2011,1800,2443,3.2,1042,6.8,3485,4.3
Mon, Jul 11 2011,1900,1860,3.3,1048,6.5,2908,4.4
Mon, Jul 11 2011,2000,1144,3.6,830,5.5,1974,4.4
Mon, Jul 11 2011,2100,778,5.4,625,7,1403,6.1
Mon, Jul 11 2011,2200,520,5.8,600,6.2,1120,6
Mon, Jul 11 2011,2300,388,7.7,416,8.4,804,8.1
Mon, Jul 11 2011,2400,272,8.8,265,7.5,537,8.2
Tue, Jul 12 2011,0100,199,12.6,123,16.3,322,14
Tue, Jul 12 2011,0200,116,18.1,62,24.2,178,20.2
Tue, Jul 12 2011,0300,87,40.2,50,28,137,35.8
Tue, Jul 12 2011,0400,51,54.9,52,30.8,103,42.7
Tue, Jul 12 2011,0500,75,28,134,23.9,209,25.4
Tue, Jul 12 2011,0600,138,40.6,274,23,412,28.9
Tue, Jul 12 2011,0700,384,25.3,977,8,1361,12.9
Tue, Jul 12 2011,0800,770,16.4,2107,3.9,2877,7.3
Tue, Jul 12 2011,0900,984,12.6,2086,4.4,3070,7
Tue, Jul 12 2011,1000,852,14.1,1477,7.3,2329,9.8
Tue, Jul 12 2011,1100,825,10.8,1213,11.3,2038,11.1
Tue, Jul 12 2011,1200,962,9.5,1066,14,2028,11.8
Tue, Jul 12 2011,1300,998,9.9,1055,12.3,2053,11.2
Tue, Jul 12 2011,1400,1049,8.7,1063,9.9,2112,9.3
Tue, Jul 12 2011,1500,1116,9.1,1118,9.7,2234,9.4
Tue, Jul 12 2011,1600,1240,7.4,1074,11.5,2314,9.3
Tue, Jul 12 2011,1700,1948,5.1,1065,10.4,3013,7
Tue, Jul 12 2011,1800,2366,3,1122,6.8,3488,4.2
Tue, Jul 12 2011,1900,1982,3.3,1158,5.6,3140,4.2
Tue, Jul 12 2011,2000,1256,3.5,957,6.4,2213,4.7
Tue, Jul 12 2011,2100,832,4.8,602,5.8,1434,5.2
Tue, Jul 12 2011,2200,640,3.4,538,7.1,1178,5.1
Tue, Jul 12 2011,2300,493,8.3,436,8.7,929,8.5
Tue, Jul 12 2011,2400,343,6.4,281,7.1,624,6.7
Wed, Jul 13 2011,0100,231,9.1,117,12.8,348,10.3
Wed, Jul 13 2011,0200,128,25,54,11.1,182,20.9
Wed, Jul 13 2011,0300,70,34.3,54,35.2,124,34.7
Wed, Jul 13 2011,0400,61,49.2,71,26.8,132,37.1
Wed, Jul 13 2011,0500,93,32.3,151,24.5,244,27.5
Wed, Jul 13 2011,0600,148,30.4,292,20.2,440,23.6
Wed, Jul 13 2011,0700,382,27.2,948,6.5,1330,12.5
Wed, Jul 13 2011,0800,748,17.5,2075,4.4,2823,7.9
Wed, Jul 13 2011,0900,998,12.8,2064,4.3,3062,7.1
Wed, Jul 13 2011,1000,910,11,1459,8.6,2369,9.5
Wed, Jul 13 2011,1100,971,9.9,1209,9.8,2180,9.8
Wed, Jul 13 2011,1200,992,9.8,1092,11.6,2084,10.7
Wed, Jul 13 2011,1300,1087,9.4,1078,10.2,2165,9.8
Wed, Jul 13 2011,1400,1112,8.8,1137,11.2,2249,10
Wed, Jul 13 2011,1500,1220,7.8,1076,11.1,2296,9.3
Wed, Jul 13 2011,1600,1315,7.2,1029,10.5,2344,8.7
Wed, Jul 13 2011,1700,1925,4.8,1138,10.1,3063,6.8
Wed, Jul 13 2011,1800,2331,3.1,1190,7.6,3521,4.6
Wed, Jul 13 2011,1900,2030,3.3,1131,7.4,3161,4.7
Wed, Jul 13 2011,2000,1188,4.3,895,6.5,2083,5.2
Wed, Jul 13 2011,2100,896,4.2,689,6.7,1585,5.3
Wed, Jul 13 2011,2200,658,4.6,605,6.8,1263,5.6
Wed, Jul 13 2011,2300,555,5.9,475,7.6,1030,6.7
Wed, Jul 13 2011,2400,326,6.7,327,8.3,653,7.5
Thu, Jul 14 2011,0100,235,11.9,125,12,360,11.9
Thu, Jul 14 2011,0200,134,19.4,59,16.9,193,18.7
Thu, Jul 14 2011,0300,66,48.5,58,29.3,124,39.5
Thu, Jul 14 2011,0400,59,39,58,27.6,117,33.3
Thu, Jul 14 2011,0500,76,30.3,144,24.3,220,26.4
Thu, Jul 14 2011,0600,138,37,260,21.2,398,26.6
Thu, Jul 14 2011,0700,375,24.3,939,7.6,1314,12.3
Thu, Jul 14 2011,0800,774,15.6,2053,3.9,2827,7.1
Thu, Jul 14 2011,0900,970,13,1992,4.5,2962,7.3
Thu, Jul 14 2011,1000,893,11.3,1455,8.2,2348,9.4
Thu, Jul 14 2011,1100,879,12.3,1179,8.4,2058,10.1
Thu, Jul 14 2011,1200,1033,11.8,1176,10.9,2209,11.3
Thu, Jul 14 2011,1300,1070,8.9,1112,11.7,2182,10.3
Thu, Jul 14 2011,1400,1133,6.8,1201,9.6,2334,8.2
Thu, Jul 14 2011,1500,1266,7.8,1117,12.4,2383,9.9
Thu, Jul 14 2011,1600,1386,5.7,1112,9.6,2498,7.4
Thu, Jul 14 2011,1700,1967,5,1211,8.9,3178,6.5
Thu, Jul 14 2011,1800,2383,2.8,1203,7.4,3586,4.4
Thu, Jul 14 2011,1900,1937,3.8,1078,5.7,3015,4.4
Thu, Jul 14 2011,2000,1354,3.2,927,6,2281,4.4
Thu, Jul 14 2011,2100,1072,3.6,705,5.7,1777,4.4
Thu, Jul 14 2011,2200,813,3.2,553,6.5,1366,4.5
Thu, Jul 14 2011,2300,521,6.3,437,7.6,958,6.9
Thu, Jul 14 2011,2400,334,7.8,279,12.2,613,9.8
Fri, Jul 15 2011,0100,230,11.3,126,7.1,356,9.8
Fri, Jul 15 2011,0200,145,17.2,74,10.8,219,15.1
Fri, Jul 15 2011,0300,117,23.9,59,25.4,176,24.4
Fri, Jul 15 2011,0400,68,36.8,71,31,139,33.8
Fri, Jul 15 2011,0500,94,38.3,160,28.8,254,32.3
Fri, Jul 15 2011,0600,148,41.9,289,17.6,437,25.9
Fri, Jul 15 2011,0700,342,25.7,857,8.2,1199,13.2
Fri, Jul 15 2011,0800,714,15.5,1947,4.8,2661,7.7
Fri, Jul 15 2011,0900,848,12.3,1888,4.9,2736,7.2
Fri, Jul 15 2011,1000,901,13.3,1306,7.1,2207,9.7
Fri, Jul 15 2011,1100,1048,9.1,1082,11.2,2130,10.1
Fri, Jul 15 2011,1200,1196,7.5,1167,12.7,2363,10.1
Fri, Jul 15 2011,1300,1382,8.2,1295,12.2,2677,10.1
Fri, Jul 15 2011,1400,1639,6.6,1296,9.9,2935,8
Fri, Jul 15 2011,1500,1781,5.6,1245,9.1,3026,7
Fri, Jul 15 2011,1600,2384,4.4,1318,8.5,3702,5.9
Fri, Jul 15 2011,1700,2710,3.7,1224,8.3,3934,5.1
Fri, Jul 15 2011,1800,2841,2.2,1233,6,4074,3.4
Fri, Jul 15 2011,1900,2540,2.7,1289,6.4,3829,3.9
Fri, Jul 15 2011,2000,1873,2.3,980,5.3,2853,3.4
Fri, Jul 15 2011,2100,1269,2.3,759,4.5,2028,3.1
Fri, Jul 15 2011,2200,857,3,686,5.5,1543,4.1
Fri, Jul 15 2011,2300,479,4.6,455,9,934,6.7
Fri, Jul 15 2011,2400,388,5.9,246,8.5,634,6.9
Sat, Jul 16 2011,0100,244,9.4,145,9.7,389,9.5
Sat, Jul 16 2011,0200,196,12.8,90,12.2,286,12.6
Sat, Jul 16 2011,0300,116,25.9,77,15.6,193,21.8
Sat, Jul 16 2011,0400,105,15.2,101,21.8,206,18.4
Sat, Jul 16 2011,0500,112,18.8,141,15.6,253,17
Sat, Jul 16 2011,0600,133,15.8,183,16.4,316,16.1
Sat, Jul 16 2011,0700,297,12.1,348,5.5,645,8.5
Sat, Jul 16 2011,0800,462,10.8,524,7.8,986,9.2
Sat, Jul 16 2011,0900,760,5.8,624,5.9,1384,5.9
Sat, Jul 16 2011,1000,950,5.5,830,5.9,1780,5.7
Sat, Jul 16 2011,1100,1237,3.9,978,8,2215,5.7
Sat, Jul 16 2011,1200,1598,2.8,1212,6,2810,4.2
Sat, Jul 16 2011,1300,1725,2.6,1366,4.6,3091,3.5
Sat, Jul 16 2011,1400,1570,2.5,1483,2.8,3053,2.7
Sat, Jul 16 2011,1500,1771,1.7,1343,2.1,3114,1.9
Sat, Jul 16 2011,1600,1554,1.9,1181,2.8,2735,2.3
Sat, Jul 16 2011,1700,1445,1.8,1165,3.9,2610,2.7
Sat, Jul 16 2011,1800,1340,1.9,1147,2.6,2487,2.3
Sat, Jul 16 2011,1900,1337,2.2,1133,2.2,2470,2.2
Sat, Jul 16 2011,2000,929,1.2,952,4.1,1881,2.7
Sat, Jul 16 2011,2100,680,2.1,698,2.7,1378,2.4
Sat, Jul 16 2011,2200,461,1.5,541,4.1,1002,2.9
Sat, Jul 16 2011,2300,304,2,435,4.8,739,3.7
Sat, Jul 16 2011,2400,288,2.4,256,3.1,544,2.8
Sun, Jul 17 2011,0100,258,5.8,199,3.5,457,4.8
Sun, Jul 17 2011,0200,178,7.9,81,3.7,259,6.6
Sun, Jul 17 2011,0300,129,7.8,77,5.2,206,6.8
Sun, Jul 17 2011,0400,78,3.8,100,13,178,9
Sun, Jul 17 2011,0500,79,6.3,98,7.1,177,6.8
Sun, Jul 17 2011,0600,91,5.5,142,5.6,233,5.6
Sun, Jul 17 2011,0700,182,6,217,3.7,399,4.8
Sun, Jul 17 2011,0800,275,6.2,285,4.2,560,5.2
Sun, Jul 17 2011,0900,450,8.4,243,6.6,693,7.8
Sun, Jul 17 2011,1000,549,4.9,398,4.5,947,4.8
Sun, Jul 17 2011,1100,760,1.8,620,4.7,1380,3.1
Sun, Jul 17 2011,1200,995,1.8,953,3,1948,2.4
Sun, Jul 17 2011,1300,1087,2.3,1403,2,2490,2.1
Sun, Jul 17 2011,1400,1109,1.5,1597,1.6,2706,1.6
Sun, Jul 17 2011,1500,1098,2.4,1721,1.8,2819,2
Sun, Jul 17 2011,1600,1117,1.9,1628,2.5,2745,2.2
Sun, Jul 17 2011,1700,1076,1,1685,1.8,2761,1.5
Sun, Jul 17 2011,1800,1116,1,1797,1.8,2913,1.5
Sun, Jul 17 2011,1900,1213,2.3,1854,2.6,3067,2.5
Sun, Jul 17 2011,2000,1032,2.1,1842,1.6,2874,1.8
Sun, Jul 17 2011,2100,733,1.9,1662,1.4,2395,1.6
Sun, Jul 17 2011,2200,469,3.8,1367,2,1836,2.5
Sun, Jul 17 2011,2300,300,3.7,757,2.5,1057,2.8
Sun, Jul 17 2011,2400,244,6.6,365,3.3,609,4.6
Mon, Jul 18 2011,0100,194,6.2,179,3.4,373,4.8
Mon, Jul 18 2011,0200,109,15.6,70,10,179,13.4
Mon, Jul 18 2011,0300,74,27,51,15.7,125,22.4
Mon, Jul 18 2011,0400,56,37.5,64,12.5,120,24.2
Mon, Jul 18 2011,0500,63,39.7,140,12.9,203,21.2
Mon, Jul 18 2011,0600,119,28.6,290,16.9,409,20.3
Mon, Jul 18 2011,0700,386,17.6,995,5.9,1381,9.2
Mon, Jul 18 2011,0800,713,13.2,2185,3.6,2898,6
Mon, Jul 18 2011,0900,868,11.6,2157,4,3025,6.2
Mon, Jul 18 2011,1000,819,15,1596,6,2415,9
Mon, Jul 18 2011,1100,812,12.8,1119,8.3,1931,10.2
Mon, Jul 18 2011,1200,910,11.6,1096,10.2,2006,10.9
Mon, Jul 18 2011,1300,996,10.9,1169,11.3,2165,11.1
Mon, Jul 18 2011,1400,1131,9.8,1262,9,2393,9.4
Mon, Jul 18 2011,1500,1117,8.6,1131,11,2248,9.8
Mon, Jul 18 2011,1600,1332,7.6,1118,10.6,2450,8.9
Mon, Jul 18 2011,1700,1782,5.2,1069,9.5,2851,6.8
Mon, Jul 18 2011,1800,2323,3.8,1159,7.9,3482,5.1
Mon, Jul 18 2011,1900,1862,3,1102,7.1,2964,4.5
Mon, Jul 18 2011,2000,1191,3.5,905,7.6,2096,5.3
Mon, Jul 18 2011,2100,705,5.1,634,6.2,1339,5.6
Mon, Jul 18 2011,2200,574,5.6,554,7.2,1128,6.4
Mon, Jul 18 2011,2300,390,7.7,408,8.1,798,7.9
Mon, Jul 18 2011,2400,278,4.7,231,7.8,509,6.1
Tue, Jul 19 2011,0100,195,11.8,102,17.6,297,13.8
Tue, Jul 19 2011,0200,112,26.8,30,30,142,27.5
Tue, Jul 19 2011,0300,55,38.2,53,28.3,108,33.3
Tue, Jul 19 2011,0400,62,45.2,62,29,124,37.1
Tue, Jul 19 2011,0500,80,40,136,20.6,216,27.8
Tue, Jul 19 2011,0600,126,38.1,259,22.8,385,27.8
Tue, Jul 19 2011,0700,363,20.4,938,7.6,1301,11.1
Tue, Jul 19 2011,0800,742,15.4,2066,4.3,2808,7.2
Tue, Jul 19 2011,0900,950,11.8,2027,3.9,2977,6.4
Tue, Jul 19 2011,1000,852,13.8,1461,6,2313,8.9
Tue, Jul 19 2011,1100,830,11.8,1226,8.1,2056,9.6
Tue, Jul 19 2011,1200,1002,10.2,1127,12.3,2129,11.3
Tue, Jul 19 2011,1300,1025,10.3,1142,10.7,2167,10.5
Tue, Jul 19 2011,1400,1098,10.3,1166,12.1,2264,11.2
Tue, Jul 19 2011,1500,1178,9.4,1076,11.7,2254,10.5
Tue, Jul 19 2011,1600,1327,8.1,1042,11.9,2369,9.8
Tue, Jul 19 2011,1700,1914,4.3,1077,14.5,2991,8
Tue, Jul 19 2011,1800,2448,3.5,1083,10.3,3531,5.6
Tue, Jul 19 2011,1900,1950,3.8,1125,8.1,3075,5.4
Tue, Jul 19 2011,2000,1224,4.5,887,6.3,2111,5.3
Tue, Jul 19 2011,2100,877,5.5,558,6.8,1435,6
Tue, Jul 19 2011,2200,630,6.7,506,9.3,1136,7.8
Tue, Jul 19 2011,2300,470,7.2,410,9.3,880,8.2
Tue, Jul 19 2011,2400,313,6.1,298,10.1,611,8
Wed, Jul 20 2011,0100,196,17.9,132,17.4,328,17.7
Wed, Jul 20 2011,0200,119,29.4,62,27.4,181,28.7
Wed, Jul 20 2011,0300,89,28.1,58,36.2,147,31.3
Wed, Jul 20 2011,0400,59,40.7,66,30.3,125,35.2
Wed, Jul 20 2011,0500,101,32.7,145,27.6,246,29.7
Wed, Jul 20 2011,0600,153,39.9,267,21,420,27.9
Wed, Jul 20 2011,0700,376,25.5,906,5.5,1282,11.4
Wed, Jul 20 2011,0800,782,16,1978,4.5,2760,7.8
Wed, Jul 20 2011,0900,956,10.9,2088,4.9,3044,6.8
Wed, Jul 20 2011,1000,880,12.7,1510,6.5,2390,8.8
Wed, Jul 20 2011,1100,873,11.1,1208,10.1,2081,10.5
Wed, Jul 20 2011,1200,935,9,1023,10.6,1958,9.8
Wed, Jul 20 2011,1300,1001,9.9,1117,10.7,2118,10.3
Wed, Jul 20 2011,1400,1098,9.7,1154,11.4,2252,10.6
Wed, Jul 20 2011,1500,1224,8.4,1074,11,2298,9.6
Wed, Jul 20 2011,1600,1366,7.8,1071,12.5,2437,9.9
Wed, Jul 20 2011,1700,1885,5.1,1145,8.9,3030,6.5
Wed, Jul 20 2011,1800,2408,2.9,1257,8.1,3665,4.7
Wed, Jul 20 2011,1900,2070,3.6,1114,10.8,3184,6.1
Wed, Jul 20 2011,2000,1293,3.9,907,6.5,2200,5
Wed, Jul 20 2011,2100,928,4.7,697,7.2,1625,5.8
Wed, Jul 20 2011,2200,753,4.5,563,7.1,1316,5.6
Wed, Jul 20 2011,2300,481,4.6,443,7.9,924,6.2
Wed, Jul 20 2011,2400,328,6.7,248,7.7,576,7.1
Thu, Jul 21 2011,0100,225,12,143,12.6,368,12.2
Thu, Jul 21 2011,0200,143,18.2,68,20.6,211,19
Thu, Jul 21 2011,0300,76,42.1,61,24.6,137,34.3
Thu, Jul 21 2011,0400,64,46.9,71,22.5,135,34.1
Thu, Jul 21 2011,0500,98,32.7,150,23.3,248,27
Thu, Jul 21 2011,0600,143,32.9,271,19.9,414,24.4
Thu, Jul 21 2011,0700,389,20.6,926,8.1,1315,11.8
Thu, Jul 21 2011,0800,764,14.9,1932,4.5,2696,7.5
Thu, Jul 21 2011,0900,932,14.2,1974,4.6,2906,7.7
Thu, Jul 21 2011,1000,913,12.2,1499,7.3,2412,9.2
Thu, Jul 21 2011,1100,890,12.9,1160,10.5,2050,11.6
Thu, Jul 21 2011,1200,1089,9.6,1175,11.4,2264,10.6
Thu, Jul 21 2011,1300,1190,9.3,1176,12.2,2366,10.7
Thu, Jul 21 2011,1400,1101,9.1,1163,9,2264,9.1
Thu, Jul 21 2011,1500,1244,8.1,1151,12.3,2395,10.1
Thu, Jul 21 2011,1600,1373,6.7,1083,12.8,2456,9.4
Thu, Jul 21 2011,1700,1917,5,1141,9.6,3058,6.7
Thu, Jul 21 2011,1800,2367,3.5,1280,7.4,3647,4.9
Thu, Jul 21 2011,1900,1998,3.3,1211,5.5,3209,4.1
Thu, Jul 21 2011,2000,1417,3.4,985,7.1,2402,4.9
Thu, Jul 21 2011,2100,993,4.8,665,7.4,1658,5.9
Thu, Jul 21 2011,2200,813,4.6,571,6.1,1384,5.2
Thu, Jul 21 2011,2300,574,7.1,442,8.1,1016,7.6
Thu, Jul 21 2011,2400,403,6.2,299,10,702,7.8
Fri, Jul 22 2011,0100,245,11.8,145,15.2,390,13.1
Fri, Jul 22 2011,0200,168,21.4,93,28,261,23.8
Fri, Jul 22 2011,0300,112,36.6,69,37.7,181,37
Fri, Jul 22 2011,0400,87,41.4,71,23.9,158,33.5
Fri, Jul 22 2011,0500,112,36.6,172,25,284,29.6
Fri, Jul 22 2011,0600,139,35.3,267,22.8,406,27.1
Fri, Jul 22 2011,0700,359,22.8,829,7.8,1188,12.4
Fri, Jul 22 2011,0800,670,17.5,1856,3.9,2526,7.5
Fri, Jul 22 2011,0900,868,11.6,1782,4.5,2650,6.8
Fri, Jul 22 2011,1000,846,12.1,1293,8.4,2139,9.8
Fri, Jul 22 2011,1100,945,10.3,1064,9.8,2009,10
Fri, Jul 22 2011,1200,1169,7.4,1105,10.6,2274,8.9
Fri, Jul 22 2011,1300,1344,7.7,1211,11.2,2555,9.4
Fri, Jul 22 2011,1400,1552,5.7,1254,11,2806,8.1
Fri, Jul 22 2011,1500,1825,5.5,1204,8.8,3029,6.8
Fri, Jul 22 2011,1600,2169,4.3,1199,9.4,3368,6.1
Fri, Jul 22 2011,1700,2559,3.2,1257,7.1,3816,4.5
Fri, Jul 22 2011,1800,2716,2,1240,6,3956,3.2
Fri, Jul 22 2011,1900,2300,2.4,1257,5,3557,3.3
Fri, Jul 22 2011,2000,1831,2.6,1038,4.5,2869,3.3
Fri, Jul 22 2011,2100,1218,3,742,3.8,1960,3.3
Fri, Jul 22 2011,2200,823,2.8,656,4.9,1479,3.7
Fri, Jul 22 2011,2300,548,3.6,455,8.1,1003,5.7
Fri, Jul 22 2011,2400,381,5,298,5,679,5
Sat, Jul 23 2011,0100,295,8.1,155,11.6,450,9.3
Sat, Jul 23 2011,0200,176,15.3,113,9.7,289,13.1
Sat, Jul 23 2011,0300,129,20.2,81,16,210,18.6
Sat, Jul 23 2011,0400,97,21.6,87,18.4,184,20.1
Sat, Jul 23 2011,0500,140,22.1,112,12.5,252,17.9
Sat, Jul 23 2011,0600,120,19.2,160,18.8,280,18.9
Sat, Jul 23 2011,0700,369,12.5,372,7.5,741,10
Sat, Jul 23 2011,0800,475,10.5,530,5.7,1005,8
Sat, Jul 23 2011,0900,738,5.8,597,7.4,1335,6.5
Sat, Jul 23 2011,1000,978,5.4,774,7.9,1752,6.5
Sat, Jul 23 2011,1100,1278,3.6,948,8.1,2226,5.5
Sat, Jul 23 2011,1200,1589,2.6,1173,5,2762,3.7
Sat, Jul 23 2011,1300,1675,2.3,1386,4.3,3061,3.2
Sat, Jul 23 2011,1400,1797,2.7,1533,2.5,3330,2.6
Sat, Jul 23 2011,1500,1598,2.1,1516,3.1,3114,2.6
Sat, Jul 23 2011,1600,1445,1.8,1224,2,2669,1.9
Sat, Jul 23 2011,1700,1303,2.1,1075,3.3,2378,2.6
Sat, Jul 23 2011,1800,1290,2.8,1113,2.6,2403,2.7
Sat, Jul 23 2011,1900,1338,2.5,1115,2.6,2453,2.5
Sat, Jul 23 2011,2000,1037,2,938,2.5,1975,2.2
Sat, Jul 23 2011,2100,882,1.7,806,3.1,1688,2.4
Sat, Jul 23 2011,2200,574,1.9,629,3,1203,2.5
Sat, Jul 23 2011,2300,380,2.9,431,3,811,3
Sat, Jul 23 2011,2400,313,1.3,309,2.6,622,1.9
Sun, Jul 24 2011,0100,223,5.4,196,3.1,419,4.3
Sun, Jul 24 2011,0200,186,3.8,117,4.3,303,4
Sun, Jul 24 2011,0300,112,10.7,66,1.5,178,7.3
Sun, Jul 24 2011,0400,73,2.7,109,7.3,182,5.5
Sun, Jul 24 2011,0500,90,7.8,96,14.6,186,11.3
Sun, Jul 24 2011,0600,90,8.9,101,7.9,191,8.4
Sun, Jul 24 2011,0700,217,4.6,189,4.2,406,4.4
Sun, Jul 24 2011,0800,333,8.1,314,6.4,647,7.3
Sun, Jul 24 2011,0900,482,7.1,324,6.2,806,6.7
Sun, Jul 24 2011,1000,530,6.6,410,4.6,940,5.7
